#{"t_start": 1683918171.3609257, "env_id": "RobotEnvSAC-v0"}
r,l,t
-283.915802,500,218.489923
-252.392377,500,432.879592
-330.686034,500,650.486557
-279.341199,500,867.254702
-241.221765,500,1083.277887
-262.988962,500,1300.9978
-227.848849,500,1517.038256
-214.132998,500,1735.769903
-257.66356,500,1953.195097
-136.730617,500,2170.264203
-182.436062,500,2386.217348
-135.638976,500,2604.150306
-223.166899,500,2820.464063
-199.057735,500,3035.045375
-144.998647,500,3251.589564
-116.474064,500,3465.897633
142.536371,178,3543.951277
-147.753857,500,3757.489827
-202.092704,500,3974.725799
-170.674376,500,4190.225554
-182.586421,500,4405.929709
158.100519,352,4557.737842
-174.850576,500,4772.221863
-188.758021,500,4986.194577
-194.712007,500,5203.122665
-200.106704,500,5421.5407
-111.350568,500,5636.603532
-28.978524,500,5853.081542
-192.487788,500,6067.466041
-228.481285,500,6282.538513
-199.620709,500,6498.812986
-115.610783,485,6705.863893
116.765782,223,6802.909461
173.794299,86,6840.505886
174.904839,72,6872.081043
184.611022,50,6893.837862
157.436328,108,6939.94118
166.503381,78,6973.994685
180.625099,53,6996.785716
185.592837,45,7016.566636
158.251438,100,7060.461842
166.071808,73,7093.142628
163.147336,81,7129.116744
67.229708,251,7237.416213
164.327275,98,7278.376704
184.472789,47,7297.790775
182.553017,47,7318.48765
186.927958,38,7334.880452
165.01677,110,7383.337818
176.744438,57,7408.335383
177.260332,79,7443.14786
176.980478,58,7468.67956
175.691031,74,7500.756554
179.422122,63,7527.998941
186.410382,40,7545.61043
185.095411,44,7565.293993
183.031939,50,7586.41462
181.737481,51,7608.88261
174.441502,68,7638.331109
180.873652,57,7663.485976
187.124437,43,7682.430259
-365.2273,500,7899.701215
177.170626,109,7946.957994
181.716616,104,7991.986858
-183.868183,500,8210.398595
170.748599,160,8278.891859
-165.903465,500,8495.087573
-96.130187,500,8710.211803
-126.581804,500,8925.099488
-94.13197,500,9142.491143
-85.26574,500,9357.593896
-97.111008,500,9573.754002
-100.363215,500,9792.749223
-124.80115,500,10011.015447
74.085586,377,10173.342593
-86.364702,500,10389.186072
85.566682,347,10537.719801
182.493588,51,10560.009827
115.863528,260,10672.381877
182.079134,60,10698.557332
176.913679,96,10739.985855
183.667514,50,10761.777571
184.996205,49,10782.967155
161.490224,114,10830.731174
164.633549,81,10866.029888
152.28198,125,10920.713842
181.906834,54,10944.34988
166.242558,86,10981.702588
186.109595,53,11004.678
186.827972,42,11023.094411
185.405026,45,11042.954457
148.099937,166,11114.658839
185.260894,47,11135.093869
183.755417,54,11156.525458
184.48128,44,11175.822407
160.139025,88,11213.679769
185.274152,46,11233.575943
184.589505,49,11255.235823
165.116608,96,11296.621958
182.912563,48,11317.233871
183.420505,47,11338.092334
182.916374,48,11358.762746
142.387128,140,11419.550672
185.315457,41,11437.471812
165.358134,73,11469.243467
184.73149,61,11495.006633
81.982034,276,11589.426326
184.286021,45,11604.512495
179.490373,51,11621.24909
152.343544,101,11654.395104
168.25156,78,11679.949698
182.42842,50,11696.453907
151.439648,111,11732.915771
181.169668,55,11751.014642
181.070146,51,11767.781556
181.975869,57,11786.642712
186.538855,40,11799.888225
186.511355,42,11813.933729
159.728239,96,11845.759502
160.520901,95,11876.978082
128.048109,179,11935.625779
184.110861,48,11951.645907
178.84311,57,11970.633627
102.323204,251,12053.154601
172.036424,60,12072.779028
161.817836,90,12102.225452
184.556519,45,12117.077545
177.040356,59,12136.826014
178.884158,53,12154.278589
150.867952,112,12191.24591
180.584224,49,12207.570041
180.940835,46,12222.700141
166.654894,66,12244.334085
185.392791,45,12259.338739
183.333985,49,12275.385558
140.736983,114,12313.072204
182.143944,47,12328.782426
186.096145,51,12345.482399
168.237763,77,12370.745396
163.890723,83,12398.01702
173.781216,54,12415.945823
184.748439,42,12429.805451
167.29477,67,12452.027812
186.409043,46,12467.091188
186.074684,43,12481.317208
159.638322,98,12513.607359
187.001456,42,12527.384511
186.79056,43,12541.450366
186.070631,41,12555.137597
181.04026,47,12570.575432
186.673831,41,12584.304765
183.389849,49,12600.55664
184.471472,46,12615.607204
184.032832,47,12631.597868
182.62875,47,12647.127861
186.403932,51,12664.171011
184.173621,47,12679.553102
183.790602,43,12693.786536
182.38953,46,12709.179816
182.624129,46,12724.223424
185.279334,42,12738.157125
183.522933,45,12753.106962
179.095763,49,12769.457432
181.339651,50,12786.063926
183.918152,55,12804.445624
184.25795,43,12818.846646
150.749475,101,12852.29828
181.588911,50,12868.7788
183.808147,41,12882.306499
184.764118,43,12896.619715
155.684628,83,12924.234529
182.318728,44,12938.625442
166.351697,78,12964.668751
84.960268,196,13030.025563
181.651165,44,13044.716025
182.660993,49,13061.135601
184.648026,47,13076.912179
183.216145,48,13092.840727
